,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb,LREE,HREE,LREE_HREE_ratio,Eu_anomaly,Nd_Yb_ratio,Th_U_ratio,Gd_Yb_ratio,sum_REE,mean_REE,std_REE,max_REE,min_REE,range_REE
4382,8.13,140.8,205.4,0.26,38.9,47.3,56.6,4.23,8.76,73.36,42.6,145.92,404.0,21.380000000000003,896.7,0.023842979788287078,0.014084664082862314,0.010470297003786395,0.5027412246248546,0.09628712847453681,1176.26,90.48153846153846,108.98268619345382,404.0,0.26,403.74
876,20.74,198.23,322.62,1.55,46.12,53.88,80.05,7.26,9.95,290.7,46.82,168.94,721.7,39.5,1423.3,0.027752406360041868,0.07235615959570736,0.010059581529638933,1.720729242803781,0.06390466944172832,1968.56,151.4276923076923,194.81685419719196,721.7,1.55,720.1500000000001
4272,32.74,38.03,27.59,3.26,31.8,9.01,5.42,12.32,13.77,105.75,4.36,75.35,31.07,62.089999999999996,115.47999999999999,0.537668855752781,0.15578910038252705,0.3965239653516587,1.403450545408752,1.023495300177171,390.46999999999997,30.036153846153844,28.916376126410167,105.75,3.26,102.49
6746,4.16,28.0,41.0,0.09,7.68,9.86,16.0,0.6,1.6,126.0,8.87,370.0,81.0,6.449999999999999,184.73000000000002,0.03491582290415296,0.025674493838356856,0.007407407315957935,0.34054053962016073,0.09481481364426156,694.86,53.45076923076923,98.12563026443651,370.0,0.09,369.91
1533,59.5,137.5,267.1,0.77,25.9,53.2,102.7,1.69,4.61,168.0,57.9,167.0,648.0,66.57,1266.4,0.052566329712123855,0.07046774573346419,0.0026080246873332953,1.0059880179282155,0.03996913574078837,1693.8700000000001,130.29769230769233,167.9111507340367,648.0,0.77,647.23
2682,2.72,24.8,57.6,0.07,4.82,11.4,28.6,0.11,0.87,38.0,13.46,206.0,134.3,3.77,270.16,0.013954693463300659,0.03418336740044678,0.0008190617958372167,0.1844660185220096,0.035889798690321675,522.75,40.21153846153846,59.477988539543425,206.0,0.07,205.93
6221,4.46,75.6,148.0,0.7,13.0,31.5,67.4,0.37,1.52,29.8,34.2,222.0,339.0,7.05,695.7,0.010133678295050052,0.15747244074842012,0.0010914454245090105,0.13423423362957554,0.03834808248274902,967.55,74.42692307692307,99.07150078330106,339.0,0.37,338.63
4681,41.6,120.5,207.0,2.11,23.63,42.6,113.9,1.47,11.03,483.0,56.3,1157.0,515.0,56.21,1055.3,0.0532644745065247,0.1306961629251376,0.002854368926496371,0.4174589451880216,0.0458834950565369,2775.1400000000003,213.4723076923077,318.95159758553785,1157.0,1.47,1155.53
302,17.0,112.05,222.15,2.03,21.75,46.32,174.22,1.16,3.66,43.58,62.04,107.98,769.27,23.85,1386.05,0.017207171446046558,0.22752329147964762,0.001507923093961908,0.40359325427307596,0.028273558011785774,1583.21,121.78538461538461,198.36975050939537,769.27,1.16,768.11
6682,26.2,128.23,202.91,0.48,30.86,44.9,69.58,2.26,5.26,103.67,45.49,121.38,408.72,34.199999999999996,899.83,0.03800717909159821,0.03767475207922719,0.005529457806005436,0.8540945719715393,0.07550401234218043,1189.94,91.53384615384616,108.06932942389426,408.72,0.48,408.24
5490,4.03,31.1,60.3,0.03,5.26,12.9,26.6,0.48,0.87,50.21,13.3,157.45,112.0,5.41,256.2,0.021116315296189247,0.014023896854900167,0.00428571424744898,0.3188948852404263,0.04696428529496174,474.53000000000003,36.502307692307696,46.602379627892915,157.45,0.03,157.42
6599,77.72,178.38,265.9,3.16,53.6,61.58,88.64,6.42,11.54,157.69,56.71,75.66,508.17,98.84,1159.38,0.08525246244953986,0.12705793216054304,0.012633567482075747,2.0841924123157227,0.10547651355751714,1545.17,118.85923076923078,133.49005710374885,508.17,3.16,505.01
4011,0.95,111.0,280.0,0.07,10.15,46.6,168.0,0.05,0.67,76.8,71.2,2488.0,951.0,1.74,1627.8,0.0010689273860001675,0.0268427857870121,5.257623548625002e-05,0.030868167190165528,0.010672975803708754,4204.49,323.4223076923077,671.7891016835778,2488.0,0.05,2487.95
2090,1.34,113.0,151.0,0.64,15.6,36.5,41.0,0.2,1.58,12.2,28.2,1645.0,261.0,3.7600000000000002,630.7,0.005961629925540463,0.12891074625775414,0.0007662835219682624,0.007416413369351724,0.05977011471352446,2307.26,177.4815384615385,430.0648767846393,1645.0,0.2,1644.8
5798,24.51,114.0,197.0,0.92,29.36,44.0,78.0,3.17,5.82,363.0,41.0,747.0,377.0,34.42,851.0,0.040446533442483515,0.07037984533862113,0.008408488041356795,0.48594377444987447,0.07787798387830773,2024.78,155.75230769230768,211.14274424786828,747.0,0.92,746.08
3395,10.4,162.0,285.0,0.48,28.6,59.7,116.8,1.03,4.5,307.0,60.2,618.0,597.0,16.41,1280.7,0.012813305213700861,0.042310870663457706,0.00172529312943837,0.4967637532414826,0.04790619757469649,2250.71,173.13153846153847,209.7911317274381,618.0,0.48,617.52
2597,87.0,201.0,320.0,3.0,51.0,73.0,107.0,16.0,13.0,382.0,84.0,356.0,1013.0,119.0,1798.0,0.06618464957386838,0.11651034551922658,0.015794669283519577,1.073033704851029,0.05034550834121865,2706.0,208.15384615384616,264.9823930736781,1013.0,3.0,1010.0
5099,1.97,89.48,121.7,0.37,9.76,30.9,28.96,0.87,1.91,28.0,27.01,417.0,259.36,5.12,557.41,0.009185339320813514,0.08569591494728165,0.0033544108445619568,0.06714628281259884,0.03763109177347666,1017.2900000000001,78.25307692307693,120.18537267869645,417.0,0.37,416.63
5768,2.9,183.0,270.0,0.2,31.0,62.0,74.0,1.3,4.5,126.0,50.0,578.0,492.0,8.899999999999999,1131.0,0.007869142344943285,0.016933350205999058,0.0026422764173937474,0.21799307920762442,0.06300812995323551,1874.8999999999999,144.22307692307692,184.1447054475873,578.0,0.2,577.8
7,21.56,80.27,165.26,0.43,12.42,30.24,82.74,0.35,1.2,149.0,39.44,342.0,411.67,23.54,809.6200000000001,0.029075368655572524,0.11138251502537239,0.0008501955429101087,0.43567251334598683,0.030169796122695856,1336.5800000000002,102.81384615384617,128.5747657703463,411.67,0.35,411.32
2845,5.66,186.0,291.0,0.76,41.4,63.0,89.1,2.75,8.7,110.0,56.8,221.0,494.0,17.87,1179.8999999999999,0.015145351288121578,0.040045506847592054,0.005566801608164369,0.49773755430887984,0.08380566784654724,1570.17,120.7823076923077,139.1095638007265,494.0,0.76,493.24
943,5.56,233.06,375.87,1.7,54.56,63.24,92.35,7.73,11.56,119.17,53.26,123.51,818.71,26.55,1636.49,0.016223747156277307,0.06769129508057282,0.009441682635558767,0.9648611370345629,0.06664142362174466,1960.28,150.79076923076923,218.08851341605242,818.71,1.7,817.01
2684,16.04,22.0,48.7,0.51,4.64,9.87,29.6,0.57,1.02,109.0,11.51,221.0,125.3,18.14,246.98,0.0734472423943346,0.2344288483523439,0.004549082166407963,0.4932126674515264,0.03703112500374202,599.76,46.135384615384616,63.84724277106613,221.0,0.51,220.49
1487,33.7,115.7,201.5,0.97,28.7,41.9,71.6,2.25,5.33,89.0,41.8,59.0,450.0,42.25,922.5,0.045799457944932835,0.07842728484217042,0.004999999988888889,1.5084745507038213,0.06377777763604939,1141.4499999999998,87.80384615384614,117.10949580748787,450.0,0.97,449.03
1763,27.4,98.5,187.4,0.95,18.7,37.2,75.5,1.93,3.68,99.0,40.5,99.0,443.0,33.96,882.1,0.03849903634678717,0.11451935400346089,0.004356659132377745,0.99999998989899,0.04221218952096571,1132.76,87.13538461538461,114.96203103067648,443.0,0.95,442.05
899,0.84,141.97,202.99,0.05,22.65,36.36,40.46,0.97,2.93,97.18,27.25,388.05,390.19,4.79,839.22,0.0057076809350257605,0.0061376495560912,0.0024859683680105373,0.2504316447611606,0.05804864282003987,1351.89,103.99153846153847,135.09972703076414,390.19,0.05,390.14
4149,13.3,157.1,261.69,1.16,35.75,58.6,125.23,1.68,4.15,415.07,58.83,2878.94,580.43,20.290000000000003,1241.8799999999999,0.01633813249562105,0.09523485312378704,0.002894405866522396,0.14417459198726804,0.06159226769534265,4591.93,353.22538461538466,748.9843001293395,2878.94,1.16,2877.78
2806,34.1,85.0,166.0,0.63,13.9,31.8,79.0,0.58,1.32,454.0,40.7,916.0,372.0,36.63,774.5,0.04729502898993541,0.1470774772075385,0.0015591397807550005,0.4956331872318415,0.03736559129740433,2195.0299999999997,168.84846153846152,256.90117632590386,916.0,0.58,915.42
4664,19.7,150.0,322.0,1.08,23.0,65.7,167.9,1.07,6.98,169.0,86.6,619.0,742.0,28.83,1534.2,0.01879155258845551,0.08523777896619741,0.001442048515576754,0.27302100117444106,0.030997304540434898,2374.03,182.61769230769232,231.36795563490327,742.0,1.07,740.93
1784,21.9,61.2,119.6,0.13,11.7,24.2,51.5,0.64,2.49,220.0,27.3,210.0,297.0,25.16,580.8,0.04331955915406412,0.024085226811212567,0.0021548821476266595,1.0476190426303855,0.039393939261299867,1047.6599999999999,80.58923076923075,95.64951770850611,297.0,0.13,296.87
5218,47.4,392.0,667.0,0.73,78.9,127.0,373.0,19.5,23.6,1193.0,168.0,3235.0,2209.0,91.23,3936.0,0.02317835365264778,0.016917195061562196,0.008827523762413978,0.36877897979326774,0.035717519223305794,8534.130000000001,656.4715384615386,959.0534701693056,3235.0,0.73,3234.27
3692,53.4,169.0,294.0,0.97,29.1,60.8,137.7,1.46,4.77,415.0,72.9,892.0,736.0,60.599999999999994,1470.4,0.04121327527120968,0.08233150393964343,0.0019836956494786746,0.4652466362497235,0.0395380434245407,2867.1000000000004,220.54615384615389,280.6518042134845,892.0,0.97,891.03
820,19.06,67.6,96.57,1.06,22.53,23.28,33.77,3.52,5.46,180.57,19.46,214.17,175.03,29.099999999999998,415.71,0.07000072148853595,0.0955716197018738,0.020110838027133416,0.8431152783157526,0.1287207899861693,862.0799999999999,66.31384615384614,72.75500094241066,214.17,1.06,213.10999999999999
1115,68.3,93.4,166.7,1.35,23.8,34.7,65.6,7.11,5.97,314.0,34.9,320.0,385.0,82.72999999999999,780.3,0.10602332422654963,0.11325519257597337,0.018467532419564853,0.9812499969335937,0.061818181657615115,1520.83,116.98692307692308,130.04763425432978,385.0,1.35,383.65
1004,23.98,178.13,435.34,1.48,34.32,65.85,184.77,1.84,5.26,302.55,79.91,312.25,1360.08,32.559999999999995,2304.08,0.014131453762833123,0.11015271413553945,0.001352861595381991,0.9689351450154199,0.025233809757342355,2985.76,229.67384615384617,353.11823373043114,1360.08,1.48,1358.6
4346,28.51,111.7,179.3,1.29,27.5,40.1,58.2,2.11,5.11,85.79,39.0,124.96,377.0,37.02,805.3000000000001,0.04597044573951267,0.10882104993261218,0.0055968169612816525,0.6865396872075891,0.07294429688874192,1080.5700000000002,83.12076923076924,99.2390449262276,377.0,1.29,375.71
3421,9.31,197.0,372.0,2.0,51.6,75.9,142.9,2.36,5.1,81.0,73.8,121.0,758.0,18.77,1619.6000000000001,0.011589281296870039,0.12328778667497328,0.0031134564602724847,0.6694214820708969,0.06807387853816112,1891.9699999999998,145.53615384615384,202.29860616039315,758.0,2.0,756.0
5051,6.71,32.44,87.75,0.4,4.53,15.47,54.4,0.48,1.02,82.21,22.21,910.52,245.04,8.61,457.30999999999995,0.018827491157360453,0.18608473890965083,0.0019588638509677445,0.09028906548973216,0.018486777593508093,1463.1799999999998,112.55230769230768,239.1775696054437,910.52,0.4,910.12
3425,15.47,56.3,105.7,0.41,13.7,22.0,40.3,1.04,2.17,86.0,21.8,127.0,220.3,19.09,466.40000000000003,0.040930531644660095,0.07519581987833568,0.0047208352032644795,0.6771653489986981,0.06218792527377246,712.19,54.783846153846156,62.26436325347708,220.3,0.41,219.89000000000001
5801,18.39,80.0,190.0,0.85,15.45,36.0,110.0,0.71,2.46,173.0,46.0,412.0,484.0,22.410000000000004,946.0,0.023689217733943748,0.13787550767201795,0.0014669421457294584,0.4199029116021774,0.0319214875373523,1568.86,120.68153846153845,152.7171176666269,484.0,0.71,483.29
6054,1.01,34.54,30.75,0.11,13.87,9.51,5.48,0.65,3.48,28.83,4.59,1125.4,35.04,5.250000000000001,119.91000000000001,0.04378283676271507,0.015833058928281706,0.018550227781100808,0.02561755817876527,0.3958333220367203,1293.26,99.48153846153846,296.4423268295111,1125.4,0.11,1125.2900000000002
2868,6.33,95.0,143.6,0.27,16.0,33.0,61.6,0.92,2.59,133.0,30.4,355.0,324.0,10.11,687.6,0.01470331585994282,0.041942458699018526,0.0028395061640755985,0.3746478862685975,0.049382715896966925,1201.71,92.43923076923078,115.47967796320357,355.0,0.27,354.73
3201,4.19,25.6,70.7,0.38,4.36,13.21,69.1,0.44,0.87,25.0,20.1,98.0,249.0,5.880000000000001,447.71000000000004,0.013133501567681085,0.1951105119322597,0.0017670682659957097,0.2551020382132445,0.017510040090321127,580.95,44.68846153846154,66.39802648204282,249.0,0.38,248.62
983,49.37,227.69,530.9,1.39,40.14,81.87,222.2,2.29,5.66,543.36,99.49,477.61,1643.22,58.709999999999994,2805.37,0.020927720756646104,0.09221846725674121,0.0013936052376470555,1.1376646193805309,0.024427648139368038,3925.1899999999996,301.93769230769226,433.42284656608007,1643.22,1.39,1641.83
6349,31.9,45.7,64.5,1.16,16.3,15.4,24.8,3.04,4.35,23.1,13.6,22.2,126.0,40.449999999999996,290.0,0.1394827581397146,0.137758864850243,0.02412698393550013,1.0405404936693472,0.1293650783383724,392.05,30.157692307692308,32.43672708374452,126.0,1.16,124.84
6215,26.2,153.0,254.0,0.16,35.9,58.1,83.4,3.74,7.17,192.0,54.0,187.0,479.0,37.269999999999996,1081.5,0.03446139617710457,0.009972709758196752,0.007807933177854002,1.0267379624238613,0.07494780777672691,1533.67,117.97461538461539,131.13490227274673,479.0,0.16,478.84
153,61.1,57.8,119.0,1.09,16.4,24.2,58.5,27.3,7.13,91.6,26.2,138.0,275.0,96.62,560.7,0.1723203135860169,0.10079983173286117,0.09927272691173554,0.6637681111321151,0.05963636341950413,903.3199999999999,69.48615384615384,71.94387904026962,275.0,1.09,273.91
5632,60.0,122.0,258.0,0.8,23.0,50.0,122.0,2.2,4.1,926.0,59.0,923.0,652.0,67.1,1263.0,0.053127474225552265,0.08238234280007813,0.003374233123659152,1.0032502697689596,0.0352760735655275,3202.1,246.3153846153846,334.2323923126032,926.0,0.8,925.2
4419,21.43,221.3,317.0,0.59,58.9,74.9,90.2,7.25,13.18,44.66,65.3,112.8,609.0,42.45,1377.7,0.03081222324830353,0.02117564554774797,0.011904761885213855,0.3959219823056562,0.09671592759159946,1636.51,125.88538461538461,164.3669845013981,609.0,0.59,608.41
5201,49.5,754.0,1232.0,0.06,137.8,267.0,371.0,23.2,24.3,3543.0,242.0,12911.0,2432.0,97.06,5298.0,0.01832012079684407,0.001036868079553514,0.009539473680288046,0.27441716363764096,0.05666118418722814,21986.86,1691.2969230769231,3400.8085821042046,12911.0,0.06,12910.94
6596,50.4,111.56,160.69,3.85,41.77,38.89,59.45,8.25,10.09,76.99,31.51,39.41,290.61,72.58999999999999,692.71,0.10479132666658293,0.18753524848424538,0.028388561892610156,1.9535650354335188,0.14373214912173654,923.4699999999999,71.03615384615384,76.0117064403657,290.61,3.85,286.76
2443,9.45,149.0,216.0,1.2,44.4,48.8,72.9,2.84,8.37,315.0,43.2,758.0,361.0,21.859999999999996,890.9,0.02453698504373444,0.06224823350178971,0.007867035989287988,0.4155672817736579,0.12299168940999532,2030.16,156.16615384615386,208.9584125182094,758.0,1.2,756.8
5042,35.6,180.0,289.0,1.59,51.1,70.6,109.0,5.92,9.92,580.0,66.6,434.0,525.0,53.03000000000001,1240.1999999999998,0.04275923234739621,0.07062050807561349,0.011276190454712018,1.3364055268746418,0.09733333314793652,2358.33,181.41,198.80272897058998,580.0,1.59,578.41
1817,33.2,62.8,105.3,0.65,15.8,21.9,32.0,1.19,2.83,95.0,20.0,56.0,229.0,37.87,471.0,0.08040339685689299,0.09720566832466662,0.005196506527526172,1.6964285411352047,0.06899563288648196,675.6700000000001,51.97461538461539,60.62595225141237,229.0,0.65,228.35
857,14.09,56.57,118.36,0.67,11.13,23.89,66.59,0.78,1.98,222.22,28.27,413.08,295.99,17.52,589.67,0.029711533519236975,0.14272321350081002,0.0026352241540753937,0.5379587476083114,0.03760262158315274,1253.62,96.43230769230769,127.12144878354873,413.08,0.67,412.40999999999997
2344,10.44,23.54,54.6,0.72,5.78,10.4,31.9,0.81,1.51,162.0,12.73,267.0,133.0,13.48,266.17,0.05064432486514511,0.24371377610094253,0.006090225518118606,0.6067415707612676,0.043458646289784617,714.4300000000001,54.95615384615385,78.90044657555802,267.0,0.72,266.28
2907,16.4,109.0,261.0,0.27,17.5,45.8,130.0,1.06,2.2,420.0,56.7,1281.0,571.0,19.929999999999996,1173.5,0.016983383027709086,0.04351443949224795,0.0018563922909695407,0.3278688522030688,0.030647985935817888,2911.9300000000003,223.9946153846154,350.1583307945879,1281.0,0.27,1280.73
6609,30.31,134.72,194.73,5.79,47.28,45.7,66.93,8.97,11.53,62.86,40.01,25.55,352.83,56.6,834.9200000000001,0.06779092599555535,0.2479848649711246,0.02542300817554344,2.46027387631022,0.1340022103165768,1027.21,79.01615384615386,94.28524409703711,352.83,5.79,347.03999999999996
4871,5.91,69.7,124.4,0.48,14.64,27.3,52.3,1.41,6.27,31.3,29.2,97.8,249.7,14.07,552.6,0.02546145489420656,0.05009990775471592,0.005646776108743388,0.32004089652309925,0.05863035619291007,710.4100000000001,54.64692307692308,67.38543467187222,249.7,0.48,249.22
549,51.86,81.04,162.35,0.55,18.02,32.6,78.66,1.37,3.12,584.31,36.4,932.85,362.89,56.89999999999999,753.9399999999999,0.07547019646726504,0.07335133041554975,0.0037752486875492616,0.6263707984923933,0.04965692069316619,2346.02,180.46307692307693,272.37879117662635,932.85,0.55,932.3000000000001
6804,8.05,88.0,160.0,0.21,17.0,35.0,63.0,1.19,2.63,104.0,35.0,382.0,323.0,12.080000000000002,704.0,0.017159090884717204,0.03140631302354709,0.003684210514909565,0.2722513081878238,0.05263157878442236,1219.08,93.77538461538461,119.89562246550344,382.0,0.21,381.79
2696,7.01,70.7,146.1,0.67,12.7,29.9,78.6,1.15,2.44,140.0,33.2,313.0,333.0,11.27,691.5000000000001,0.01629790308561402,0.12035884793199823,0.003453453443082722,0.44728434361889985,0.03813813802360919,1168.4699999999998,89.88230769230768,110.30352704827683,333.0,0.67,332.33
2343,18.4,80.4,122.0,3.69,30.2,28.1,43.2,6.46,7.28,334.0,23.7,242.0,203.0,35.83,500.4,0.07160271768264845,0.2488612075010554,0.0318226599417603,1.380165283553036,0.14876847217355432,1142.43,87.87923076923077,102.60370981908525,334.0,3.69,330.31
4716,9.9,50.1,95.7,1.0,11.45,18.6,49.8,0.73,4.37,110.0,24.2,373.0,242.3,16.0,480.70000000000005,0.03328479294095112,0.14136976427372547,0.003012794044520041,0.294906165429206,0.047255468232540364,991.1499999999999,76.24230769230768,107.30997839858755,373.0,0.73,372.27
5156,45.85,216.8,410.28,5.29,57.26,86.34,180.9,13.17,11.62,219.54,34.525000000000006,243.18,859.71,75.93,1788.5550000000003,0.04245326532175232,0.20508171276117712,0.015319119220063604,0.9027880545160455,0.06660385471077007,2384.465,183.42038461538462,227.27428495493095,859.71,5.29,854.4200000000001
2164,2.57,91.6,84.6,0.58,12.4,24.4,15.2,0.24,1.24,14.0,13.4,569.0,117.0,4.63,346.2,0.01337377234727391,0.14791298252059107,0.0020512820337497263,0.024604569376793374,0.10598290507706919,946.23,72.78692307692307,148.1913540187725,569.0,0.24,568.76
1266,13.5,67.7,117.4,0.5,13.6,23.5,40.5,2.46,2.61,126.0,22.9,198.0,255.0,19.07,527.0,0.036185958185605396,0.08392286282939226,0.009647058785697809,0.6363636331496786,0.05333333312418301,883.6700000000001,67.97461538461539,79.17903535808381,255.0,0.5,254.5
2571,112.0,190.0,324.0,2.0,44.0,71.0,117.0,45.0,16.0,393.0,83.0,297.0,922.0,175.0,1707.0,0.10251903919008842,0.07537783609090551,0.048806941378734335,1.3232323187769957,0.04772234268142913,2616.0,201.23076923076923,240.15736951044727,922.0,2.0,920.0
318,27.85,95.24,172.2,5.98,26.9,36.25,127.4,15.4,10.3,41.39,45.54,119.27,564.46,59.53,1041.0900000000001,0.057180455045019674,0.35925798595014735,0.0272827126328124,0.34702774924936913,0.047656166871600875,1288.1799999999998,99.09076923076921,143.34661169355792,564.46,5.98,558.48
774,2.33,222.79,431.28,0.28,35.15,66.29,121.29,2.41,5.05,48.72,64.75,142.39,1042.89,10.069999999999999,1949.29,0.005165983509295187,0.021015981447025753,0.0023108860931537493,0.34215885706749877,0.03370441749973207,2185.62,168.12461538461537,277.76857195030834,1042.89,0.28,1042.6100000000001
1972,11.4,221.0,171.0,53.0,104.0,53.0,45.8,1.56,56.0,69.3,31.8,340.0,257.0,121.96000000000001,779.5999999999999,0.15643919938886713,0.6944887042686478,0.006070038886887008,0.20382352881228374,0.40466925912580054,1414.8599999999997,108.83538461538458,101.28327803476472,340.0,1.56,338.44
6646,21.17,78.97,114.08,3.99,26.79,27.77,41.18,5.78,6.96,38.42,22.9,20.53,213.86,37.900000000000006,498.76,0.07598845120701651,0.29220114803686476,0.02702702690064983,1.8714076048997756,0.1252688668976486,622.4,47.87692307692308,56.39190181695014,213.86,3.99,209.87
4605,13.43,134.24,218.86,0.58,32.1,50.48,79.27,3.27,6.69,215.06,46.47,348.26,411.32,23.97,940.6400000000001,0.02548265008347226,0.03957878130701236,0.007950014567854677,0.6175271331260348,0.07804142740921563,1560.03,120.0023076923077,132.34303772067534,411.32,0.58,410.74
4171,245.64,522.82,697.64,20.52,197.56,172.37,245.67,36.9,54.78,2023.99,140.78,1437.09,1259.36,357.8399999999999,3038.64,0.11776320981828606,0.19724991907994843,0.02930059710543403,1.408394741172512,0.15687333236177636,7055.12,542.7015384615385,613.5022605418344,2023.99,20.52,2003.47
2162,2.52,139.0,127.0,0.83,20.2,37.4,24.3,0.45,1.95,17.8,21.0,709.0,172.0,5.75,520.7,0.01104282694249505,0.13224677695696865,0.0026162790545565173,0.025105782757255595,0.11744185978231476,1273.4499999999998,97.9576923076923,185.25179351997343,709.0,0.45,708.55
14,63.95,255.71,576.11,1.4,48.41,109.92,239.0,1.34,4.04,1172.0,134.35,1427.0,1205.73,70.73000000000002,2520.82,0.02805833021474825,0.10010823644304372,0.0011113599221124464,0.8213034332016093,0.04014995061900263,5238.96,402.99692307692305,499.49281550827004,1427.0,1.34,1425.66
456,30.26,129.0,259.0,1.02,25.0,53.9,121.1,1.06,3.25,435.0,58.1,623.0,552.0,35.59,1173.1,0.030338419546212244,0.11315883933358466,0.0019202898515936779,0.6982343487989818,0.045289854990416926,2291.6899999999996,176.28384615384613,212.00353710904344,623.0,1.02,621.98
4828,7.32,96.4,230.0,0.77,13.99,42.0,155.3,0.68,4.23,29.3,66.1,135.9,622.0,13.0,1211.8,0.01072784286950995,0.10009483789699275,0.0010932475866668046,0.21559970407947238,0.022491961378630288,1403.9899999999998,107.99923076923075,163.44699698215692,622.0,0.68,621.32
3712,6.62,82.8,183.8,0.43,14.3,37.1,100.1,1.21,1.7,71.0,43.0,210.0,427.0,9.959999999999999,873.8000000000001,0.011398489343787491,0.08721194399509868,0.0028337236467594292,0.3380952364852608,0.03348946127988417,1179.06,90.69692307692307,117.23396701170601,427.0,0.43,426.57
3139,10.71,43.6,92.4,0.67,9.7,19.0,61.7,0.61,1.35,98.0,21.7,229.0,253.0,13.34,491.4,0.027146927091683096,0.18514928307523015,0.0024110671841459795,0.4279475963845083,0.03833992079707541,841.44,64.72615384615385,81.74997657383447,253.0,0.61,252.39
416,69.9,47.9,95.1,0.83,13.7,18.1,44.6,25.23,6.16,216.0,20.6,341.0,235.0,102.12,461.30000000000007,0.22137437628143425,0.09034985296795572,0.10736170167080127,0.6334310831864192,0.058297872092349476,1134.12,87.24,103.42214039110253,341.0,0.83,340.17
3852,14.59,169.0,246.0,2.47,51.3,54.9,73.9,5.45,11.0,63.0,47.1,88.0,394.0,33.51,984.9,0.03402375872268884,0.10397811208273004,0.013832487274536835,0.7159090827737604,0.1302030453548146,1220.71,93.90076923076923,109.22643505485702,394.0,2.47,391.53
2590,43.0,151.0,234.0,2.0,33.0,55.0,81.0,4.0,7.0,231.0,59.0,185.0,641.0,56.0,1221.0,0.045864045826483166,0.13159033870712622,0.006240249600249221,1.2486486418991964,0.05148205920205607,1726.0,132.76923076923077,167.08779536802425,641.0,2.0,639.0
4544,7.28,75.6,52.6,0.03,33.9,17.63,7.87,2.95,7.28,146.72,8.41,212.41,63.8,17.540000000000003,225.91,0.0776415383221569,0.00190965852115427,0.04623824378936923,0.6907396041112019,0.5313479540541073,636.48,48.96,61.857564552023,212.41,0.03,212.38
3679,17.8,70.8,124.5,0.29,15.8,26.6,60.1,0.62,2.48,256.0,27.8,624.0,294.0,21.19,603.8,0.0350944020617847,0.04632800603152679,0.0021088435302420287,0.41025640959894805,0.053741496415845254,1520.79,116.98384615384614,173.12035286908005,624.0,0.29,623.71
6114,4.52,48.45,78.16,0.09,12.38,17.16,30.08,0.93,2.96,215.82,15.9,477.84,155.5,8.5,345.24999999999994,0.024619840623838266,0.014867444489184228,0.005980707357037252,0.4516574576183295,0.07961414739797977,1059.79,81.52230769230769,130.90949928239303,477.84,0.09,477.75
6208,37.9,30.6,47.8,0.73,8.51,10.6,19.6,1.43,2.16,83.3,10.6,123.0,108.0,42.21999999999999,227.2,0.1858274639708298,0.17026727780767587,0.01324074061814129,0.6772357668517417,0.07879629556670097,484.23,37.24846153846154,40.231274640155235,123.0,0.73,122.27
2900,13.3,86.9,181.0,0.21,14.2,35.6,101.0,0.95,2.2,246.0,50.5,793.0,484.0,16.66,939.0,0.017742279001339425,0.03757195341429326,0.0019628099132999793,0.3102143753969554,0.029338842914589165,2008.86,154.5276923076923,226.66682371180312,793.0,0.21,792.79
1258,50.8,122.6,238.2,0.65,26.6,47.3,89.8,1.35,3.76,222.0,48.2,152.0,553.0,56.559999999999995,1099.1,0.05146028564147003,0.06499480029899479,0.00244122965200501,1.460526306180748,0.048101265735802416,1556.26,119.71230769230769,146.65309056272093,553.0,0.65,552.35
4695,12.34,59.7,112.9,0.56,12.09,22.7,50.5,0.82,5.13,69.1,28.1,142.9,235.6,18.849999999999998,509.5,0.03699705586457889,0.07110762780053836,0.00348047536723058,0.4835549301360746,0.05131578925587526,752.4399999999999,57.879999999999995,66.58872011199679,235.6,0.56,235.04
782,1.2,283.94,672.93,0.03,28.36,94.46,198.4,1.04,3.02,89.16,107.95,492.56,1726.21,5.29,3083.89,0.0017153659820177225,0.003241639140049476,0.0006024759440609914,0.18101348022370173,0.016429055551509343,3699.26,284.55846153846153,461.7626083380633,1726.21,0.03,1726.18
3892,10.4,88.0,121.0,0.3,22.5,27.5,35.3,1.73,4.0,185.0,22.3,525.0,195.0,16.430000000000003,489.1,0.0335923123418681,0.031622776426001704,0.008871794826298489,0.3523809517097506,0.11538461479289941,1238.0300000000002,95.23307692307694,140.18990325678925,525.0,0.3,524.7
6490,24.63,83.75,140.2,1.33,23.35,30.13,54.86,3.45,5.69,75.6,32.11,65.58,315.44,35.099999999999994,656.49,0.053466160865411255,0.11538571981649462,0.01093710369345326,1.1527904673255494,0.07402358586728511,856.1200000000001,65.85538461538462,81.3136738066175,315.44,1.33,314.11
4086,10.91,158.0,223.0,0.59,46.0,50.9,64.1,4.34,10.5,136.0,40.5,204.0,338.0,26.34,874.5,0.03012006857619203,0.026845929528613297,0.012840236648401667,0.6666666633986928,0.13609467415356605,1286.84,98.9876923076923,100.90818745114073,338.0,0.59,337.41
