,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb,LREE,HREE,LREE_HREE_ratio,Eu_anomaly,Nd_Yb_ratio,Th_U_ratio,Gd_Yb_ratio,sum_REE,mean_REE,std_REE,max_REE,min_REE,range_REE
645,26.7,100.0,195.0,1.92,21.3,40.3,89.4,0.9,2.99,299.0,43.5,807.0,447.0,32.51,915.1999999999999,0.03552229017097652,0.24058903456115527,0.0020134228142876446,0.3705080540638066,0.047651006604807596,2075.01,159.61615384615385,227.01535039722827,807.0,0.9,806.1
3150,35.3,110.0,197.0,0.69,24.3,44.5,86.9,1.34,3.84,258.0,46.2,312.0,418.0,41.17,902.6,0.04561267444536597,0.07142994889849535,0.00320574161912502,0.8269230742726824,0.058133971152789544,1538.0700000000002,118.31307692307693,130.40973980760174,418.0,0.69,417.31
5882,17.22,369.0,623.0,0.15,88.02,146.0,216.0,5.21,14.06,1351.0,128.0,2941.0,1112.0,36.64,2594.0,0.014124903618301888,0.004263908891854931,0.004685251794347795,0.4593675618975289,0.07915467618781054,7010.66,539.2815384615385,810.8600082423993,2941.0,0.15,2940.85
2444,9.7,153.0,229.0,1.16,45.6,51.4,79.0,2.51,8.0,339.0,46.4,776.0,405.0,21.37,963.8,0.02217264990436538,0.06073381661905322,0.006197530848894985,0.43685566954013444,0.1125925923145862,2145.77,165.05923076923077,217.69312735915273,776.0,1.16,774.84
4755,9.98,37.5,68.7,0.51,8.8,14.28,34.3,0.83,4.34,40.0,17.9,90.5,174.3,15.66,346.98,0.04513228415144307,0.08252470291789026,0.004761904734584596,0.44198894539238737,0.05048766465583669,501.94,38.61076923076923,47.079338839475334,174.3,0.51,173.79000000000002
4406,15.27,78.4,113.7,0.21,23.2,26.44,38.2,4.29,6.22,21.05,24.5,44.29,239.4,25.99,520.6400000000001,0.049919329959435814,0.017481556913531593,0.017919799423893903,0.4752765754058123,0.09690893860940293,635.1700000000001,48.85923076923078,62.84566694096291,239.4,0.21,239.19
451,26.63,76.2,168.0,0.69,14.7,33.1,94.7,0.8,2.13,264.0,39.8,400.0,410.0,30.25,821.8,0.036809442641993866,0.12331065785900491,0.0019512195074360501,0.65999999835,0.03585365844913742,1530.75,117.75,142.5480397836247,410.0,0.69,409.31
3771,8.74,53.5,127.0,0.34,10.3,22.7,77.8,0.41,1.65,237.0,31.6,513.0,325.0,11.14,637.6,0.017471769106851054,0.08247423954285957,0.0012615384576568046,0.46198830319300527,0.031692307594792905,1409.04,108.3876923076923,151.6534079433377,513.0,0.34,512.66
2082,1.5,89.6,105.0,0.49,15.3,27.6,21.3,0.61,1.79,12.5,17.2,1413.0,149.0,4.39,409.7,0.010715157406113845,0.09363190106142587,0.004093959704067385,0.008846426037617532,0.10268456306923113,1854.89,142.68384615384616,369.51819117370127,1413.0,0.49,1412.51
2559,143.0,1119.0,1738.0,2.4,262.0,385.0,379.0,73.1,69.9,3830.0,352.0,3069.0,3180.0,288.4,7153.0,0.04031874737308559,0.017734624936785535,0.02298742137641905,1.247963505621387,0.08238993708100946,14602.4,1123.2615384615385,1318.088653805176,3830.0,2.4,3827.6
4291,11.39,79.4,111.5,0.93,21.7,26.57,32.2,3.8,5.91,21.86,22.18,34.47,209.5,22.03,481.35,0.045767113232020123,0.08212196631431642,0.018138424734422794,0.6341746262206375,0.10357995177288806,581.4100000000001,44.72384615384616,56.27926350434693,209.5,0.93,208.57
4578,12.07,155.1,238.9,1.62,44.36,55.45,91.55,7.9,9.9,344.43,49.12,301.09,454.16,31.49,1044.28,0.030154747739921522,0.07730394330368559,0.01739475071033391,1.143943667528169,0.0976748280392927,1765.65,135.81923076923078,144.91746512897708,454.16,1.62,452.54
633,14.4,90.7,204.0,1.23,15.6,40.2,106.0,0.57,2.15,87.6,48.1,429.0,509.0,18.35,998.0,0.018386773528670568,0.21238487041467302,0.0011198428268765367,0.2041958037198233,0.030648329998726267,1548.5500000000002,119.11923076923078,159.75919270343863,509.0,0.57,508.43
3422,15.3,120.7,181.4,1.35,33.2,40.0,64.0,2.41,4.76,86.0,36.4,122.0,335.0,23.82,777.5,0.030636655909148994,0.10738935870272154,0.0071940298292715536,0.7049180270088686,0.09910447731610604,1042.52,80.19384615384615,90.62320118435127,335.0,1.35,333.65
3073,4.85,26.0,61.2,0.62,5.7,11.0,45.0,0.47,1.08,25.0,14.9,95.0,173.0,7.02,331.09999999999997,0.0212020536961581,0.24988624363062897,0.0027167629900765144,0.26315789196675904,0.03294797668816198,463.82000000000005,35.67846153846154,47.94054825368506,173.0,0.47,172.53
5321,8.2,92.33,207.4,0.47,13.37,40.55,106.6,0.38,1.62,68.63,54.97,608.9,586.7,10.67,1088.55,0.0098020302146874,0.10098913142933315,0.00064769047102831,0.11271144668630079,0.022788477888548698,1790.1200000000001,137.70153846153846,203.99887589607917,608.9,0.38,608.52
4234,13.6,8.65,6.9,1.11,6.37,2.15,1.53,1.72,2.29,105.03,1.06,32.99,8.51,18.72,28.8,0.6499999774305563,0.2906266972878721,0.20211513488658817,3.183691931382482,0.7485310518764923,191.91,14.762307692307692,27.350316593258654,105.03,1.06,103.97
5094,2.6,216.4,349.6,8.99,31.6,76.6,184.8,3.3,7.73,86.0,88.2,4392.0,1000.0,22.62,1915.6,0.011808310705884156,0.5752099668159166,0.0032999999967,0.01958105646184402,0.0315999999684,6447.82,495.9861538461538,1154.1575115977519,4392.0,2.6,4389.4
5604,568.0,62.0,74.0,3.1,59.0,18.0,26.0,336.0,60.0,646.0,14.0,640.0,148.0,967.1,342.0,2.8277777695094217,0.05210268001523398,2.2702702549306064,1.0093749984228515,0.3986486459550767,2654.1,204.16153846153844,241.8011692357731,646.0,3.1,642.9
6470,173.0,1220.0,831.0,13.0,581.0,268.0,121.0,151.0,198.0,2629.0,140.0,1128.0,917.0,535.0,3497.0,0.15298827562110717,0.03832857657570946,0.1646673934954554,2.330673756799048,0.6335877855686065,8370.0,643.8461538461538,698.9338965281169,2629.0,13.0,2616.0
4203,4.42,30.55,54.58,0.29,6.05,12.15,22.96,0.38,3.63,21.84,11.67,36.5,107.83,8.719999999999999,239.74,0.036372736980175444,0.061882377125560384,0.003524065626225859,0.5983561479902425,0.05610683431228013,312.84999999999997,24.065384615384612,28.68996758863081,107.83,0.29,107.53999999999999
3193,5.89,66.8,124.0,0.3,18.6,25.7,44.4,1.26,3.64,26.0,23.5,56.0,202.0,11.09,486.4,0.022800164426808874,0.036459783677507594,0.006237623731496912,0.4642857059948981,0.09207920746495443,598.0899999999999,46.00692307692307,55.827783734323454,202.0,0.3,201.7
6779,7.47,90.0,118.0,0.21,25.0,30.0,37.0,1.45,4.75,238.0,23.0,729.0,197.0,13.88,495.0,0.028040403983756762,0.019270921563986465,0.007360406054008091,0.32647462232308005,0.12690355265531192,1500.88,115.4523076923077,191.98186020694953,729.0,0.21,728.79
5802,409.5,1411.0,2283.0,0.11,269.3,499.0,917.0,212.8,102.6,5353.0,525.0,15992.0,4980.0,725.01,10615.0,0.06830051812828068,0.0006617604804640018,0.04273092368619861,0.33472986491153517,0.054076305210024836,32954.31,2534.9469230769228,4247.408210766048,15992.0,0.11,15991.89
6547,39.61,63.6,93.92,2.22,20.32,21.65,33.75,3.31,4.47,66.92,20.94,42.25,212.53,49.61,446.39000000000004,0.11113600190161964,0.23293639971164976,0.015574271794220714,1.5839052879549045,0.09561003107509514,625.49,48.114615384615384,54.255133697599334,212.53,2.22,210.31
4566,34.3,78.1,166.6,0.62,16.5,32.2,84.7,1.06,2.78,384.62,41.7,396.6,473.0,38.76,876.3000000000001,0.044231427542814755,0.09154345822762457,0.002241014794416459,0.9697932401165071,0.03488372085648262,1712.7800000000002,131.7523076923077,163.743080471716,473.0,0.62,472.38
1049,20.9,105.0,185.0,1.73,31.3,37.8,84.6,5.72,8.02,103.0,39.9,340.0,537.0,36.37,989.3,0.03676336800084568,0.10919097635533162,0.01065176906768758,0.3029411755795848,0.058286778289968755,1499.97,115.38230769230769,151.51860551678624,537.0,1.73,535.27
1863,20.0,48.6,108.7,0.44,7.4,19.7,52.3,0.45,1.27,92.0,25.4,129.0,338.0,22.16,592.6999999999999,0.03738822332143037,0.14352743812516397,0.0013313609428066244,0.7131782890451296,0.021893491059486715,843.26,64.86615384615385,89.03453353688207,338.0,0.44,337.56
3536,5.72,67.0,132.0,0.41,16.3,28.2,46.8,0.73,1.99,77.0,28.7,158.0,231.0,8.85,533.7,0.01658234960355565,0.07198856385184227,0.003160173146492757,0.4873417690674572,0.07056277025730402,793.85,61.065384615384616,68.94952664704864,231.0,0.41,230.59
2303,0.97,199.0,343.0,0.59,18.8,74.4,127.0,0.28,1.52,9.71,77.1,831.0,786.0,3.36,1606.5,0.0020915032666719555,0.1103700617267275,0.00035623409623888793,0.011684717194121882,0.023918575033182475,2469.37,189.95153846153846,280.7416744938897,831.0,0.28,830.72
5132,91.2,187.0,272.0,8.02,61.1,64.7,88.9,31.4,19.0,263.0,34.525000000000006,227.0,556.0,149.62,1203.1250000000002,0.12435948041611676,0.23538401286502528,0.056474820042311476,1.158590303266122,0.10989208613328762,1903.8450000000003,146.4496153846154,148.5086990518833,556.0,8.02,547.98
1325,20.0,124.4,172.8,1.0,43.4,40.5,45.0,9.9,11.42,191.0,32.4,112.0,313.0,42.32,728.1,0.05812388400202735,0.04491817293574118,0.03162939287019363,1.70535712763074,0.13865814652185895,1116.8200000000002,85.90923076923079,89.27573935773269,313.0,1.0,312.0
3858,6.26,124.0,192.0,1.31,34.9,40.8,64.2,6.09,8.18,486.0,39.3,571.0,334.0,21.84,794.3,0.02749590831235565,0.07753216825766548,0.01823353287954032,0.8511383522747139,0.1044910176512245,1908.04,146.7723076923077,187.01691618895978,571.0,1.31,569.69
4860,12.6,139.0,264.0,1.9,30.2,54.0,152.0,4.3,12.7,100.0,69.7,231.0,612.0,31.499999999999996,1290.7,0.024405361412872573,0.09701709546949995,0.007026143779369046,0.4329004310264051,0.049346405148126785,1683.4,129.4923076923077,161.9750525023409,612.0,1.9,610.1
3757,11.97,278.0,525.0,0.28,47.7,112.0,189.0,2.16,5.06,653.0,105.0,2030.0,958.0,19.470000000000002,2167.0,0.008984771569457883,0.018022854744039675,0.00225469728365898,0.3216748766888301,0.049791231680802475,4917.17,378.24384615384616,556.0735718830248,2030.0,0.28,2029.72
1824,9.2,75.2,123.7,0.6,17.5,26.5,43.0,1.62,3.41,42.0,25.4,77.0,301.0,14.83,594.8,0.024932750462453347,0.077670308994665,0.005382059782783855,0.5454545383707203,0.05813953469056633,746.1300000000001,57.39461538461539,78.46057222632804,301.0,0.6,300.4
6414,128.89,128.38,223.9,2.47,39.14,45.75,94.14,5.26,8.03,65.78,51.62,130.89,504.87,144.64999999999998,1048.6599999999999,0.13793793971550555,0.1393249093847571,0.010418523559691556,0.5025593971842052,0.07752490724835125,1429.12,109.93230769230769,129.41345187206696,504.87,2.47,502.4
5858,31.69,679.0,1135.0,0.15,146.3,259.0,383.0,6.85,21.91,3325.0,232.0,7080.0,1980.0,60.6,4668.0,0.01298200513860711,0.002649402288699802,0.0034595959578486886,0.4696327682952496,0.07388888885157127,15279.9,1175.376923076923,1945.064327436873,7080.0,0.15,7079.85
1753,16.9,51.2,83.0,0.56,12.8,18.6,30.1,1.37,2.49,102.0,16.6,72.0,175.0,21.319999999999997,374.50000000000006,0.05692923883329975,0.09919353366527531,0.007828571383836736,1.416666646990741,0.07314285672489797,582.62,44.816923076923075,49.300939979276635,175.0,0.56,174.44
1520,90.8,202.5,333.6,3.81,56.3,70.8,114.6,7.22,12.49,260.0,68.1,151.0,739.0,114.32,1528.6,0.07478738710271661,0.143677763381631,0.009769959391380298,1.721854293232753,0.07618403237322864,2110.22,162.32461538461536,192.29323455499235,739.0,3.81,735.19
3594,37.0,101.4,224.5,0.21,18.4,45.7,125.9,11.6,5.7,404.0,54.9,1328.0,564.0,54.510000000000005,1116.4,0.048826585409506816,0.020505622282435763,0.020567375850057842,0.30421686724080055,0.03262411341733313,2921.31,224.71615384615384,358.62350374599436,1328.0,0.21,1327.79
5619,43.0,192.0,351.0,2.1,43.0,72.0,128.0,4.4,7.5,450.0,70.0,767.0,757.0,57.0,1570.0,0.03630573246095176,0.11693766956053923,0.005812417429574086,0.5867014333941312,0.05680317033447402,2887.0,222.07692307692307,265.01276356445743,767.0,2.1,764.9
2024,24.5,154.68,230.27,3.11,43.82,56.86,74.73,5.19,8.37,107.22,53.15,140.49,557.52,41.17,1127.21,0.036523806534253765,0.16239081925940413,0.009309083065523959,0.763185986453228,0.07859807705804621,1459.91,112.30076923076923,143.9372033728351,557.52,3.11,554.41
1583,7.0,62.5,113.4,0.3,13.6,23.3,41.2,0.7,1.79,94.0,22.9,141.0,248.0,9.790000000000001,511.29999999999995,0.019147271623025094,0.06080303757382265,0.0028225806337799164,0.6666666619385343,0.05483870945629553,769.69,59.20692307692308,70.39357350307303,248.0,0.3,247.7
4951,5.41,42.9,103.1,0.47,8.35,18.49,53.5,0.65,3.06,26.98,26.0,87.2,250.3,9.590000000000002,494.29,0.019401565843125364,0.09298093272977644,0.0025968837291375003,0.30940366617656345,0.033359967905074034,626.4100000000001,48.18538461538462,66.36564873897021,250.3,0.47,249.83
4909,7.76,62.3,134.1,0.67,10.13,27.2,77.4,0.73,3.7,23.23,35.1,58.1,349.0,12.860000000000001,685.1,0.018770982310945875,0.10943826825870316,0.002091690538419225,0.3998278760786941,0.029025787882447602,789.4200000000001,60.72461538461539,91.05502703271793,349.0,0.67,348.33
2011,20.0,123.0,151.0,7.2,32.0,39.1,50.6,1.56,9.5,42.2,29.2,65.0,312.0,38.26,704.9000000000001,0.05427720236306255,0.41294832028781986,0.004999999983974359,0.6492307592426038,0.10256410223537146,882.36,67.87384615384616,82.22904535863051,312.0,1.56,310.44
5067,258.6,1477.4,1217.3,214.73,442.0,366.0,483.0,253.57,223.67,214.0,265.9,6327.0,2704.0,950.57,6513.599999999999,0.14593619501566935,0.682932405254182,0.09377588753928406,0.03382329697584585,0.1634615384010867,14447.17,1111.3207692307692,1660.8165676764665,6327.0,214.0,6113.0
5312,24.6,138.0,229.0,0.5,32.2,50.0,77.0,2.3,5.9,405.0,45.0,822.0,481.0,33.300000000000004,1020.0,0.03264705879152249,0.03627572170879015,0.004781704771763607,0.49270072932761466,0.06694386680469051,2312.5,177.8846153846154,239.1223016532105,822.0,0.5,821.5
1448,11.5,53.4,97.8,0.31,12.0,20.1,35.7,1.08,2.08,142.0,20.1,234.0,211.0,14.97,438.1,0.034170280679821315,0.06204965835648933,0.00511848338806406,0.6068376042442838,0.05687203764515622,841.07,64.69769230769231,78.35150621043469,234.0,0.31,233.69
1988,58.8,185.0,316.0,4.4,42.0,62.0,108.0,31.0,13.6,158.0,53.5,285.0,498.0,107.8,1222.5,0.08817995902807364,0.18410202976510534,0.06224899585893776,0.5543859629670668,0.08433734922823825,1815.3,139.63846153846154,141.29764295743027,498.0,4.4,493.6
5192,26.6,354.0,623.0,0.03,64.9,127.0,208.0,9.0,13.2,1212.0,126.0,5918.0,1319.0,48.83,2757.0,0.017711280370797503,0.0010249718557692705,0.006823351018329529,0.2047989185189593,0.049203942343287385,10000.73,769.286923076923,1547.5013856257478,5918.0,0.03,5917.97
4535,37.8,156.0,219.5,1.73,44.3,50.5,66.8,7.9,12.19,65.77,46.8,163.88,440.0,59.61999999999999,979.5999999999999,0.060861576091403045,0.07444617464612265,0.01795454541373967,0.40133023919129707,0.10068181795299586,1313.17,101.01307692307692,116.83628061289704,440.0,1.73,438.27
1276,8.0,68.9,130.5,0.24,14.7,26.4,45.6,0.95,1.83,148.0,27.2,215.0,295.0,11.02,593.6,0.01856468999567943,0.046272932293021214,0.0032203389721344442,0.6883720898215252,0.04983050830565929,982.3199999999999,75.56307692307692,90.51344875717177,295.0,0.24,294.76
5520,15.9,145.0,176.0,6.46,44.8,46.0,89.2,2.54,8.26,650.0,39.6,1617.0,416.0,33.160000000000004,911.8000000000001,0.0363676244391669,0.3358176256996173,0.006105769216091901,0.40197897315894926,0.10769230743343194,3256.7599999999998,250.51999999999998,435.0401878518281,1617.0,2.54,1614.46
5461,16.9,121.0,206.0,0.77,27.8,47.3,77.6,9.41,6.7,281.81,43.5,497.48,346.0,33.78,841.4,0.040147373377528675,0.056419719764965306,0.02719653171330482,0.566475033033539,0.08034682057703231,1682.27,129.4053846153846,151.2372591259475,497.48,0.77,496.71000000000004
4880,9.64,88.2,168.4,0.46,16.57,35.2,73.5,1.02,6.46,69.2,40.9,244.0,352.0,17.580000000000002,758.1999999999999,0.023186494298092206,0.04446111158767905,0.002897727264495093,0.28360655621472725,0.04707386350263107,1105.55,85.04230769230769,103.43057680275925,352.0,0.46,351.54
975,21.45,265.54,546.29,2.84,62.89,89.27,218.41,4.63,11.06,385.47,97.47,296.38,1603.42,39.980000000000004,2820.3999999999996,0.014175294279472669,0.10768370234057884,0.0028875778006463818,1.3005938278541271,0.03922241206968703,3605.1200000000003,277.3169230769231,415.68358290678844,1603.42,2.84,1600.5800000000002
2959,8.03,140.0,205.0,0.63,31.2,48.8,79.4,0.99,4.36,94.0,44.2,146.0,419.0,14.01,936.4,0.014961554875094452,0.054015699706892795,0.002362768490780982,0.6438356120285232,0.07446300698218852,1221.6100000000001,93.97000000000001,112.4007445225821,419.0,0.63,418.37
5718,65.0,203.0,293.0,3.7,67.0,66.0,94.0,10.0,15.0,429.0,55.0,211.0,570.0,93.7,1281.0,0.07314597964625606,0.11671285504908858,0.017543859618344107,2.033175345814335,0.1175438594429055,2081.7,160.1307692307692,169.2620789218505,570.0,3.7,566.3
5124,148.0,102.0,152.0,8.88,38.7,35.2,53.3,81.1,22.0,146.0,34.525000000000006,189.0,335.0,259.98,712.025,0.3651276284328112,0.30433096464776216,0.24208955151615058,0.7724867683995409,0.11552238771485855,1345.705,103.51576923076922,87.39035846850864,335.0,8.88,326.12
6663,27.81,183.27,282.6,0.13,40.48,64.0,84.28,2.58,7.28,128.35,59.81,193.08,528.94,37.800000000000004,1202.8999999999999,0.031424058499107115,0.007572816092180451,0.00487767987885643,0.6647503591011479,0.07653041918453808,1602.6100000000001,123.27769230769232,143.22219843810453,528.94,0.13,528.8100000000001
3586,22.9,107.3,209.0,0.26,15.8,41.0,115.5,4.8,4.18,262.0,52.5,804.0,539.0,32.14,1064.3,0.03019825234407756,0.03199312481420064,0.00890538031742972,0.3258706463608574,0.029313543544872832,2178.24,167.55692307692306,234.42043555525862,804.0,0.26,803.74
1643,7.0,54.0,112.5,0.04,9.5,21.8,44.3,0.41,1.08,132.0,24.6,386.0,267.0,8.53,524.2,0.01627241507769474,0.012487810212521518,0.0015355805185933314,0.3419689110311686,0.035580524211308896,1060.23,81.55615384615385,114.35317933345203,386.0,0.04,385.96
1966,4.89,206.21,294.95,1.97,56.34,69.59,91.18,5.67,12.3,71.46,66.19,66.52,628.51,24.83,1356.63,0.018302705956448912,0.07483508371168304,0.009021336161681857,1.0742633632852772,0.08964057836845782,1575.78,121.21384615384615,167.32995462850138,628.51,1.97,626.54
3469,17.49,36.7,78.4,0.55,9.2,15.39,46.3,0.54,1.42,156.0,18.3,321.0,215.0,19.999999999999996,410.09000000000003,0.04876978212399769,0.152168439533152,0.0025116278952947543,0.4859813068972545,0.0427906974753921,916.29,70.48384615384614,95.92480601118787,321.0,0.54,320.46
3856,1.76,107.0,144.0,0.13,29.6,33.5,41.2,1.37,4.46,78.0,26.9,280.0,219.0,7.72,571.6,0.013505948191907018,0.01131436189614083,0.006255707733992203,0.27857142757653064,0.13515981673443006,966.92,74.37846153846154,86.44977242005493,280.0,0.13,279.87
6326,13.1,41.3,88.1,1.23,11.2,17.1,55.8,1.7,1.76,76.7,22.1,128.0,250.0,17.79,474.40000000000003,0.03749999992095278,0.277038262751737,0.0067999999728,0.5992187453186036,0.0447999998208,708.0899999999999,54.46846153846153,67.85993922395812,250.0,1.23,248.77
1826,13.2,31.3,42.2,0.38,10.9,9.3,12.2,1.36,2.54,77.0,8.1,80.0,85.0,17.479999999999997,188.1,0.09292929243525096,0.07221933440034142,0.01599999981176471,0.9624999879687501,0.12823529260899658,373.48,28.72923076923077,30.61821038370126,85.0,0.38,84.62
2129,1.51,86.7,134.0,0.32,11.6,30.6,39.1,0.24,1.14,15.3,28.1,651.0,267.0,3.2099999999999995,585.5,0.005482493585853981,0.08799713681224205,0.0008988764011278037,0.02350230411136359,0.04344569272117718,1266.6100000000001,97.43153846153847,175.58305042808982,651.0,0.24,650.76
4232,12.86,5.24,3.4,0.7,4.02,1.12,0.74,1.75,1.88,69.78,0.52,23.47,3.62,17.189999999999998,14.639999999999999,1.1741802476652836,0.25462794210739836,0.4834252808217456,2.9731570953064725,1.1104969308019526,129.1,9.930769230769231,18.357241900065347,69.78,0.52,69.26
5679,14.0,54.0,117.0,0.8,13.0,22.0,71.0,1.1,1.7,228.0,28.0,385.0,333.0,17.6,625.0,0.028159999954944004,0.17017424807451076,0.003303303293383474,0.5922077906695902,0.039039038921804686,1268.6,97.58461538461538,127.27495884080653,385.0,0.8,384.2
558,37.15,72.37,145.83,0.63,15.58,29.99,75.8,1.24,2.64,399.45,33.85,683.07,342.81,41.660000000000004,700.65,0.059459073632399814,0.09823242245457249,0.003617164016168828,0.5847863314377936,0.04544791562250834,1840.41,141.57,199.81591743787195,683.07,0.63,682.44
3516,4.84,51.4,97.1,0.3,7.74,19.6,44.2,0.42,1.26,33.0,20.6,86.0,198.0,6.819999999999999,430.90000000000003,0.015827338092765517,0.0960650646921714,0.0021212121104989285,0.3837209257706869,0.03909090889348026,564.46,43.42,54.135061864533995,198.0,0.3,197.7
4714,5.82,42.7,82.1,0.7,9.34,16.3,36.7,0.55,3.45,64.7,19.3,314.0,189.4,10.52,386.5,0.02721862864885219,0.12331475591205003,0.002903907059641462,0.20605095475779953,0.049313621703729556,785.0600000000001,60.38923076923077,88.54718580956089,314.0,0.55,313.45
3714,8.54,69.8,124.8,0.31,15.7,28.16,51.0,0.84,2.03,109.0,26.8,254.0,243.0,11.719999999999999,543.56,0.021561557102138574,0.054911567581864114,0.003456790109231316,0.4291338565782132,0.06460905323206151,933.9799999999999,71.84461538461538,84.68412616808459,254.0,0.31,253.69
1105,16.6,40.9,87.2,0.12,7.6,16.1,41.2,0.65,0.99,220.0,20.3,255.0,232.0,18.36,437.7,0.04194653862932022,0.04374786101875985,0.0028017241258546377,0.8627450946559015,0.03275862054845422,938.6600000000001,72.2046153846154,92.5923832733378,255.0,0.12,254.88
